,id,tid1,tid2,title1_zh,title2_zh,title1_en,title2_en,label
20,606,692,695,10月17号起：驾驶证替人销分新规已全面实施，被查住扣12分罚5000,一辆车只能借3本驾照销分？新交规谣言又来了,"Starting October 17: New rules for driving license renewal have been fully implemented, and a 12 penalty fine of 5, 000 yuan is imposed.",You can only borrow three licenses for a car? There's a new rumor going around.,unrelated
21,604,692,696,10月17号起：驾驶证替人销分新规已全面实施，被查住扣12分罚5000,7月1日起替人消分要扣驾照？这是谣言,"Starting October 17: New rules for driving license renewal have been fully implemented, and a 12 penalty fine of 5, 000 yuan is imposed.",You want a driver's license from 1 July? That's a myth.,unrelated
22,610,697,698,10月17日起：驾驶证‘替人销分’新规实施，一经发现扣12分罚5000,10月1日起：驾驶证“替人销分”新规将正式执行，以后开车要注意,"Oct. 17: New regulations on driving license for personal promotions are implemented. Once discovered, they will receive 12 points and a fine of $5000.",Oct. 1: The new regulations on driving license for personal sales will be implemented.,agreed
23,609,697,686,10月17日起：驾驶证‘替人销分’新规实施，一经发现扣12分罚5000,10月17号起：驾驶证替人销分惩罚已全面实施，被查住扣12分罚5000,"Oct. 17: New regulations on driving license for personal promotions are implemented. Once discovered, they will receive 12 points and a fine of $5000.","Oct. 17: Driver's license has been fully enforced, and the penalty is 12 points and 5 points.",agreed
24,607,692,681,10月17号起：驾驶证替人销分新规已全面实施，被查住扣12分罚5000,辟谣！用他人驾照代扣分要暂扣驾照6个月，罚款2000元？！假的！,"Starting October 17: New rules for driving license renewal have been fully implemented, and a 12 penalty fine of 5, 000 yuan is imposed.","False rumor! Use another person's driver's license deduction to withhold the driver's license 6 months, fine 2000 yuan?! Fake!",unrelated
25,608,697,672,10月17日起：驾驶证‘替人销分’新规实施，一经发现扣12分罚5000,10月15号起：驾驶证替人销分新规已全面实施，被查住扣12分罚5000,"Oct. 17: New regulations on driving license for personal promotions are implemented. Once discovered, they will receive 12 points and a fine of $5000.","Starting October 15: New rules for driving license renewal have been fully implemented, and a 12 penalty fine of 5, 000 yuan is imposed.",agreed
26,613,697,699,10月17日起：驾驶证‘替人销分’新规实施，一经发现扣12分罚5000,2018驾驶证消分新规出来了！驾照代扣分已成历史！,"Oct. 17: New regulations on driving license for personal promotions are implemented. Once discovered, they will receive 12 points and a fine of $5000.",The new rules for driving license plates are issued in 2018! The driving license has become history!,unrelated
27,616,697,700,10月17日起：驾驶证‘替人销分’新规实施，一经发现扣12分罚5000,新规出台，驾驶证替人销分成历史，多余分有望叠加不清零？,"Oct. 17: New regulations on driving license for personal promotions are implemented. Once discovered, they will receive 12 points and a fine of $5000.","New rules, driving license to replace the distribution of the history, the surplus is expected to stack up not to be zeroed out?",unrelated
28,611,697,701,10月17日起：驾驶证‘替人销分’新规实施，一经发现扣12分罚5000,17年新规“替人销分”被禁止，轻则罚款，重则吊销驾照和拘留！,"Oct. 17: New regulations on driving license for personal promotions are implemented. Once discovered, they will receive 12 points and a fine of $5000.","The 17-year new rule was banned, fine fined, revoked, and detention revoked.",unrelated
29,612,697,702,10月17日起：驾驶证‘替人销分’新规实施，一经发现扣12分罚5000,2018驾驶证“代人销分”新规出台，再用驾驶证替人消分会有大麻烦,"Oct. 17: New regulations on driving license for personal promotions are implemented. Once discovered, they will receive 12 points and a fine of $5000.","The 2018 new regulations on ""generational distribution"" of the driver's license, with a driver's license, are in trouble.",unrelated
30,615,697,703,10月17日起：驾驶证‘替人销分’新规实施，一经发现扣12分罚5000,交警提醒：驾驶证替人销分新规已全面实施，被查住扣12分罚5000！,"Oct. 17: New regulations on driving license for personal promotions are implemented. Once discovered, they will receive 12 points and a fine of $5000.","The traffic police remind: the driving license of the new regulations has been fully implemented, and is checked for 12 points penalty 5000 fine!",agreed
31,617,697,704,10月17日起：驾驶证‘替人销分’新规实施，一经发现扣12分罚5000,通知：10月15日起，机动车驾驶证“替人销分”新规将正式执行,"Oct. 17: New regulations on driving license for personal promotions are implemented. Once discovered, they will receive 12 points and a fine of $5000.","Notification: Effective October 15, the new regulations on ""matchmaking"" for vehicle driving license will be implemented",unrelated
32,618,697,705,10月17日起：驾驶证‘替人销分’新规实施，一经发现扣12分罚5000,驾驶证“替人销分”新规出台 驾驶证代扣分已成历史,"Oct. 17: New regulations on driving license for personal promotions are implemented. Once discovered, they will receive 12 points and a fine of $5000.",The new regulations on driving license for people to sell for others have become a thing of the past.,unrelated
33,614,697,689,10月17日起：驾驶证‘替人销分’新规实施，一经发现扣12分罚5000,交警提醒：驾驶证“替人销分”新规出台，驾驶证代扣分已成过去式,"Oct. 17: New regulations on driving license for personal promotions are implemented. Once discovered, they will receive 12 points and a fine of $5000.","The driver's license has become a thing of the past, according to the new regulation issued by the driver.",agreed
34,620,706,707,10月18日本东京惊现神秘UFO，外星人来地球予以何为？,日本东京上空神秘的UFO竟然堂而皇之的在夜晚放射激光,"October 18 Tokyo startled mysterious UFO, aliens came to Earth to what?","The mysterious UFO over Tokyo, Japan, is emitting lasers at night.",agreed
35,619,706,708,10月18日本东京惊现神秘UFO，外星人来地球予以何为？,大象无形？你以为我们都瞎了吗？日本东京上空现神秘UFO,"October 18 Tokyo startled mysterious UFO, aliens came to Earth to what?",Elephant invisible? You think we're blind? There's a UFO over Tokyo.,agreed
36,621,706,709,10月18日本东京惊现神秘UFO，外星人来地球予以何为？,日本东京天空拍摄到瞬间移动的UFO,"October 18 Tokyo startled mysterious UFO, aliens came to Earth to what?","UFO footage captured in Tokyo Sky, Japan",agreed
37,622,706,710,10月18日本东京惊现神秘UFO，外星人来地球予以何为？,日本东京的城市中心，神秘的UFO竟然大摇大摆的出现字闹市,"October 18 Tokyo startled mysterious UFO, aliens came to Earth to what?","In the city center of Tokyo, Japan, a mysterious UFO struts in the streets.",agreed
38,623,706,711,10月18日本东京惊现神秘UFO，外星人来地球予以何为？,日本东京闹市的上方，UFO貌似是来抓日本人去了，可怕,"October 18 Tokyo startled mysterious UFO, aliens came to Earth to what?","Above downtown Tokyo, the UFOs look like they're trying to catch the Japs. Scary.",agreed
39,624,706,712,10月18日本东京惊现神秘UFO，外星人来地球予以何为？,这一次再也无法解释了，日本东京出现UFOUFO！,"October 18 Tokyo startled mysterious UFO, aliens came to Earth to what?","This time no more explain, Japan Tokyo appearance UFO UFOO!",agreed
40,625,713,714,10月1号起：这 种东西切记不要放车内，被交警发现将罚款！,10月起车内放“5种东西”会被扣分罚款？交警：纯属谣言,"Oct. 1: This kind of thing must not be put in the car, the traffic police found will be fine!","""Five things in a car"" in October will be fined? Traffic Police: Pure rumor.",unrelated
41,628,715,716,"10月1日新规出台后,驾驶证代扣分已经行不通了!_",6月30日后，驾驶证代扣分将退出舞台，交警提醒车主别蒙在鼓里,"after the new regulations were introduced on 1 october, the driving license deduction has become invalid! _","After June 30, the driving license will be withdrawn from the stage. Traffic police remind drivers not to be in the dark.",agreed
42,626,713,717,10月1号起：这 种东西切记不要放车内，被交警发现将罚款！,「佬砖家造谣？」交警发声啦！到底10月9日后车里放这些东西要不要罚款2000元？,"Oct. 1: This kind of thing must not be put in the car, the traffic police found will be fine!","""The Bricklayer is a rumour?"" The traffic police made the noise! Do you want to pay a fine of $2000 for putting these things in the car after October 9?",unrelated
43,629,715,718,"10月1日新规出台后,驾驶证代扣分已经行不通了!_",6月30日后，驾驶证代扣分将退出舞台，车主们别蒙在鼓里,"after the new regulations were introduced on 1 october, the driving license deduction has become invalid! _","After June 30th, the driver's license is off the stage, and the owners don't know it.",agreed
44,627,719,720,10月1号起：这 种东西切记不要放车内，被交警发现将罚款！,9月起，车内别再放这3种东西了，交警发现轻则扣分罚款，重则拘留,"Oct. 1: This kind of thing must not be put in the car, the traffic police found will be fine!","From September onwards, no more of these three things in the car. Traffic police found light penalty points and heavier fines.",unrelated
45,630,715,721,"10月1日新规出台后,驾驶证代扣分已经行不通了!_",8月20日起，驾驶证代扣分将退出舞台，交警提醒车主别蒙在鼓里,"after the new regulations were introduced on 1 october, the driving license deduction has become invalid! _","As of August 20, the driving license deduction will be withdrawn from the stage. Traffic police remind drivers not to be in the dark.",agreed
46,631,715,722,"10月1日新规出台后,驾驶证代扣分已经行不通了!_",下个月起，驾驶证代扣分将退出舞台，交警提醒车主别蒙在鼓里,"after the new regulations were introduced on 1 october, the driving license deduction has become invalid! _","Starting next month, the driver's license will be withdrawn from the stage. Traffic police remind drivers not to be in the dark.",agreed
47,632,723,715,"10月1日新规出台后,驾驶证代扣分已经行不通了","10月1日新规出台后,驾驶证代扣分已经行不通了!_","after the new regulations were introduced on 1 october, the driving license deduction has no longer worked out.","after the new regulations were introduced on 1 october, the driving license deduction has become invalid! _",agreed
48,633,723,724,"10月1日新规出台后,驾驶证代扣分已经行不通了","6月30日后,驾驶证代扣分将退出舞台,车主们别蒙在鼓里","after the new regulations were introduced on 1 october, the driving license deduction has no longer worked out.","After June 30th, the driver's license will be withdrawn from the stage, and the owners don't be in the dark.",agreed
49,634,723,716,"10月1日新规出台后,驾驶证代扣分已经行不通了",6月30日后，驾驶证代扣分将退出舞台，交警提醒车主别蒙在鼓里,"after the new regulations were introduced on 1 october, the driving license deduction has no longer worked out.","After June 30, the driving license will be withdrawn from the stage. Traffic police remind drivers not to be in the dark.",agreed
50,636,723,725,"10月1日新规出台后,驾驶证代扣分已经行不通了",8月16日后，驾驶证代扣分将退出舞台，交警提醒车主别蒙在鼓里,"after the new regulations were introduced on 1 october, the driving license deduction has no longer worked out.","After August 16, the driving license will be withdrawn from the stage. Traffic police remind drivers not to be in the dark.",agreed
51,635,723,718,"10月1日新规出台后,驾驶证代扣分已经行不通了",6月30日后，驾驶证代扣分将退出舞台，车主们别蒙在鼓里,"after the new regulations were introduced on 1 october, the driving license deduction has no longer worked out.","After June 30th, the driver's license is off the stage, and the owners don't know it.",agreed
52,638,723,722,"10月1日新规出台后,驾驶证代扣分已经行不通了",下个月起，驾驶证代扣分将退出舞台，交警提醒车主别蒙在鼓里,"after the new regulations were introduced on 1 october, the driving license deduction has no longer worked out.","Starting next month, the driver's license will be withdrawn from the stage. Traffic police remind drivers not to be in the dark.",agreed
53,639,726,727,10月1日起城管摊贩一家人，接下来只需农户持证上岗（了解下吧）,后海歌手需“持证上岗”?西城文委：谣言!,"Since Oct. 1, a family of stallholders can only be licensed by farmers.","Houhai singers need to be ""licensed to take up the post""? Xicheng Wencheng: Rumors!",unrelated
54,637,723,721,"10月1日新规出台后,驾驶证代扣分已经行不通了",8月20日起，驾驶证代扣分将退出舞台，交警提醒车主别蒙在鼓里,"after the new regulations were introduced on 1 october, the driving license deduction has no longer worked out.","As of August 20, the driving license deduction will be withdrawn from the stage. Traffic police remind drivers not to be in the dark.",agreed
55,640,726,728,10月1日起城管摊贩一家人，接下来只需农户持证上岗（了解下吧）,网传后海歌手需“持证上岗”？ 北京西城官方回应：谣言！,"Since Oct. 1, a family of stallholders can only be licensed by farmers.","The net disseminates the seasonality singer to need ""the certificate attains the post""? The Beijing West official reply: The rumor!",unrelated
56,643,729,730,10月1日起，农民进城摆摊合法化，不再属于无证经营了,国务院新规：街边摆摊合法化,"Since October 1, farmers have been legalized in cities and no longer operate without a license.",New regulations of the state council: legalizing street fairs,agreed
57,644,729,731,10月1日起，农民进城摆摊合法化，不再属于无证经营了,新规：街边摆摊合法化，这些人不用再和城管“躲猫猫”了,"Since October 1, farmers have been legalized in cities and no longer operate without a license.","New rules: legalizing street fairs, so these people don't have to hide from the city manager anymore",agreed
58,641,732,733,10月1日起老年代步车合法化，满足这几个要求才能上路行驶,新中国唯一拒绝穿军服的开国上将，答案公布后令所有人落泪,"As of October 1, the old-age scooters will be legalized, and we'll be able to get on the road with these few requirements.","New China's only national general who refused to wear military uniform, the answer to the announcement everyone cried.",unrelated
59,645,729,734,10月1日起，农民进城摆摊合法化，不再属于无证经营了,自10月1日起，农民进城摆摊，不再属于无证经营了,"Since October 1, farmers have been legalized in cities and no longer operate without a license.","Since Oct. 1, farmers have gone to the cities to stall, and no longer operate without a license.",agreed
60,642,729,735,10月1日起，农民进城摆摊合法化，不再属于无证经营了,农民注意：今年10月起去城里摆摊，这样做不用再怕城管了！,"Since October 1, farmers have been legalized in cities and no longer operate without a license.","Farmers notice: this october will be in the city to stall, so do not fear the city management!",agreed
61,648,736,737,10月1日起，农民进城摆摊售农产品合法化，农民可以放心经营了,10月起农民进城摆摊售农产品合法化，不再属于无证经营了!,"Since October 1, farmers have gone into the cities to sell agricultural products legalized, and farmers can do business with ease","Since October farmers have been going into the cities to sell agricultural products legalized, no longer operating without license!",agreed
62,649,736,738,10月1日起，农民进城摆摊售农产品合法化，农民可以放心经营了,2017年10月1日后，农民可进城摆摊销售农产品了,"Since October 1, farmers have gone into the cities to sell agricultural products legalized, and farmers can do business with ease","After October 1, 2017, farmers can go to town and sell their produce.",agreed
63,650,736,739,10月1日起，农民进城摆摊售农产品合法化，农民可以放心经营了,全球报道：国务院新规！下月起街边摆摊合法化！农民再不用提心吊胆,"Since October 1, farmers have gone into the cities to sell agricultural products legalized, and farmers can do business with ease",Global Report: New Regulations of the State Council! The legalization of street stalls starts next month! Farmers will no longer have to worry,unrelated
64,647,736,729,10月1日起，农民进城摆摊售农产品合法化，农民可以放心经营了,10月1日起，农民进城摆摊合法化，不再属于无证经营了,"Since October 1, farmers have gone into the cities to sell agricultural products legalized, and farmers can do business with ease","Since October 1, farmers have been legalized in cities and no longer operate without a license.",agreed
65,651,736,735,10月1日起，农民进城摆摊售农产品合法化，农民可以放心经营了,农民注意：今年10月起去城里摆摊，这样做不用再怕城管了！,"Since October 1, farmers have gone into the cities to sell agricultural products legalized, and farmers can do business with ease","Farmers notice: this october will be in the city to stall, so do not fear the city management!",agreed
66,652,736,740,10月1日起，农民进城摆摊售农产品合法化，农民可以放心经营了,农民福音：可以进城摆地摊了,"Since October 1, farmers have gone into the cities to sell agricultural products legalized, and farmers can do business with ease",Farmers' Gospel: You can go to town and play.,agreed
67,654,736,741,10月1日起，农民进城摆摊售农产品合法化，农民可以放心经营了,好消息：2017年10月后农民进城摆摊合法化，可以放心经营了,"Since October 1, farmers have gone into the cities to sell agricultural products legalized, and farmers can do business with ease","Good news: After October 2017, farmers will be able to go to town to sell their stalls.",agreed
68,656,736,731,10月1日起，农民进城摆摊售农产品合法化，农民可以放心经营了,新规：街边摆摊合法化，这些人不用再和城管“躲猫猫”了,"Since October 1, farmers have gone into the cities to sell agricultural products legalized, and farmers can do business with ease","New rules: legalizing street fairs, so these people don't have to hide from the city manager anymore",agreed
69,653,736,730,10月1日起，农民进城摆摊售农产品合法化，农民可以放心经营了,国务院新规：街边摆摊合法化,"Since October 1, farmers have gone into the cities to sell agricultural products legalized, and farmers can do business with ease",New regulations of the state council: legalizing street fairs,agreed
70,655,736,742,10月1日起，农民进城摆摊售农产品合法化，农民可以放心经营了,新的政策出台，农民进城摆摊，不再属于无证经营了,"Since October 1, farmers have gone into the cities to sell agricultural products legalized, and farmers can do business with ease","The new policy came out, and farmers went to the cities to stall, and no longer operated without a license.",agreed
71,659,743,744,10月1日起，执行驾照新规，机动车驾驶人考试将会增加科目五,“10月1日起，执行驾照新规”系谣言,"As of Oct. 1, the new driving license will be implemented, and the number of subjects will be added to the driving test for motor vehicle drivers.","""Enforcement of New Licence Rules"" is a rumour from October 1.",unrelated
72,646,736,745,10月1日起，农民进城摆摊售农产品合法化，农民可以放心经营了,10月1日后，农民进城摆摊合法化，再也不用受城管的窝囊气了！,"Since October 1, farmers have gone into the cities to sell agricultural products legalized, and farmers can do business with ease","After 1 October, the farmers go to the cities to stand for legalized, no longer have to be under the control of the city management!",unrelated
73,660,743,746,10月1日起，执行驾照新规，机动车驾驶人考试将会增加科目五,“今天起执行新规？”官方威辟谣来了！,"As of Oct. 1, the new driving license will be implemented, and the number of subjects will be added to the driving test for motor vehicle drivers.","""Implementation of the new rules today?"" The official disparagement rumors came!",unrelated
74,657,736,734,10月1日起，农民进城摆摊售农产品合法化，农民可以放心经营了,自10月1日起，农民进城摆摊，不再属于无证经营了,"Since October 1, farmers have gone into the cities to sell agricultural products legalized, and farmers can do business with ease","Since Oct. 1, farmers have gone to the cities to stall, and no longer operate without a license.",agreed
75,658,736,747,10月1日起，农民进城摆摊售农产品合法化，农民可以放心经营了,莱芜人速看！10月1日起街边摆摊将合法化！,"Since October 1, farmers have gone into the cities to sell agricultural products legalized, and farmers can do business with ease",Laiwu people quick look! On the first of October the street stands will be legalized!,agreed
76,662,748,749,10月1日起，没考驾照的要哭了，驾校只能跟您说：对不起,倒车入库210秒、侧方停车90秒：“史上最难”驾考改革，又是谣言？这次目测靠谱！,"Since Oct. 1, I'm gonna cry if I don't get my driver's license. I can only say: Sorry.","Back-up store 210 seconds, side parking 90 seconds: ""the most difficult in history"" test reform, again rumor? This is a reliable sight!",unrelated
77,661,743,750,10月1日起，执行驾照新规，机动车驾驶人考试将会增加科目五,网警辟谣：“10月1日起，执行驾照新规”？假的！,"As of Oct. 1, the new driving license will be implemented, and the number of subjects will be added to the driving test for motor vehicle drivers.","Police caster: ""starting from oct. 1, the implementation of new rules of driving license""? Fake!",unrelated
78,665,751,752,10月25日起，卖韭菜要持双证了，否则最高罚款5万元,农产品新政策，卖韭菜要有双证，不然最高罚款5万，这是认真的,"From 25 October onwards, the selling of leeks will have to bear double certificates, or the maximum fine will be 50,000 yuan.","The new policy on agricultural products requires a double certificate for selling leeks, or a maximum fine of 50,000 yuan. This is serious.",agreed
79,663,753,754,10月25日起，全国地区大卡车将统一限重31吨！超载最高可罚款3万,10月15日起，全国地区大卡车将统一限重31吨！超载最高可罚款3万,"As of Oct. 25, a total of 31 tons of heavy trucks will be issued across the country. The maximum penalty for overloading is 30,000.","Starting from October 15, a total of 31 tons of heavy trucks will be issued throughout the country. The maximum penalty for overloading is 30,000.",agreed
80,664,753,755,10月25日起，全国地区大卡车将统一限重31吨！超载最高可罚款3万,明日起，全国地区大卡车将统一限重31吨！超载最高可罚款3万,"As of Oct. 25, a total of 31 tons of heavy trucks will be issued across the country. The maximum penalty for overloading is 30,000.","Starting tomorrow, a total of 31 tons of heavy trucks will be issued throughout the country. The maximum penalty for overloading is 30,000 tons.",unrelated
81,669,756,757,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,中国大妈让马云的无人超市凉凉，然而它却火了？,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.","China's Big Momma let Ma's Unmanned Supermarket cool, but it's on fire?",unrelated
82,668,673,758,10月6日起，驾驶证“替人消分”新规将正式执行，以后开车要注意,驾照代扣分扣留6个月？一辆车只能借3本驾照销分？新交规谣言又来了！,"Effective October 6, the new regulations will be implemented for driving license plates.",A driver's license is withheld for six months. A car can only borrow three licenses.,unrelated
83,667,673,695,10月6日起，驾驶证“替人消分”新规将正式执行，以后开车要注意,一辆车只能借3本驾照销分？新交规谣言又来了,"Effective October 6, the new regulations will be implemented for driving license plates.",You can only borrow three licenses for a car? There's a new rumor going around.,unrelated
84,670,756,759,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,大妈成无人超市“终结者”？马云忽视此问题，无人超市要“凉凉”,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.","Big Momma into the supermarket ""Terminator""? Ma ignored this issue, no-man supermarkets want ""cool.""",unrelated
85,672,756,760,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,马云 被大妈们彻底打败了！,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.",Ma was completely beaten by aunts!,unrelated
86,671,756,761,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,打败马云 无人超市的是“中国大妈”,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.",The man who beat Ma's Unmanned Supermarket was China's Big Momma.,unrelated
87,666,762,763,10月28日Baby新剧玩消失，黄轩居然与空气飙戏三天！,辟谣！江苏没有从下雪区域消失 而且要下三天,"October 28, New Baby play disappearing act, Huang Xuan and the air to play for three days!","Nonsense! Jiangsu didn't disappear from the snow zone, and it's going to be three days.",unrelated
88,673,756,764,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,马云投资百亿无人超市，如今被常来乘凉的大妈打败，面临倒闭！,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.",Ma's investment in the ten-billion-dollar supermarket is now being overrun by an old lady who is often caught up in the cold.,unrelated
89,675,756,765,10月8日平阴往黑风口路段连环撞车造成16死27伤，挖掘机正在清理现场,马云无人超市即将倒闭，中国大妈们是罪魁祸首，网友：大妈威武！,"On Oct. 8, a series of car crashes on the road to the Black Wind Tunnel killed 16 people and injured 27, and excavators were cleaning the scene.","Ma Yun no-man supermarket is about to close down, Chinese mothers are the culprit, netizen: Big Mama!",unrelated
